Handle,Title,Description,Rule Tags,AI Tags,Final Tags,Category,Audit Error Type,Audit Error Details,Correction,AI Prompt,Model Output
0mg-bar-series-gold-edition-100ml-shortfill-70vg-30pg,0mg Bar Series Gold Edition 100ml Shortfill (70VG/30PG),"<p>Bar Series Gold Edition Shortfills<span>, a premium range of vaping liquids crafted for enthusiasts who demand both quality and flavour. Each 100ml bottle features a 70VG/30PG blend, making it ideal for sub-ohm vaping. This formulation ensures rich vapour production and bold flavours, perfect for direct-to-lung hits. </span></p>
<p><span>The Gold Edition is inspired by the popular Bar Series flavors, offering a selection of expertly crafted combinations that cater to various taste preferences. With room for two 10ml nicotine shots, these shortfills allow you to customize your nicotine strength, providing flexibility for every vaper's needs.</span></p>
<p><strong>Specifications:</strong><br></p>
<ul>
<li>0mg Nicotine Strength</li>
<li>100ml Of E-Liquid In A 120ml Shortfill Bottle</li>
<li>70% VG / 30% PG</li>
<li>Childproof Cap</li>
<li>Designed For Sub Ohm Vaping</li>
<li>Made In The UK</li>
<li>Recyclable Bottle</li>
<li>Space For 2 x 10ml Nic Shots</li>
<li>Tamper Evident Seal<span data-mce-style=""text-decoration: underline;""><strong></strong></span>
</li>
</ul>
<p><span data-mce-style=""text-decoration: underline;""><strong>Flavours</strong></span><span data-mce-style=""text-decoration: underline;""><strong>:</strong></span><br data-mce-fragment=""1""></p>
<ul>
<li>Apple Watermelon</li>
<li>Banana Mango</li>
<li>Berry Blast</li>
<li>Blueberry Kiwi</li>
<li>Fizzy White Grape</li>
<li>Grape Raspberry</li>
<li>Honeydew Melon</li>
<li>Lime Raspberry Cherry</li>
<li>Pineapple Peach Watermelon</li>
<li>Strawberry Lime</li>
</ul>","70/30,shortfill,0mg,10ml,direct-to-lung,100ml",shortfill,"70/30,shortfill,0mg,10ml,direct-to-lung,100ml",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-big-bold-beverage-series-100ml-shortfill-70vg-30pg,0mg Big Bold Beverage Series 100ml Shortfill (70VG/30PG),"<p data-mce-fragment=""1"">Are you looking for a refreshing tasty kick in your e-liquid? Enter Big Bold's Beverage Series! Red Energy with rock your day with both intense flavours and clouds, with it's 70/30 VG &amp; PG ratio. This e-liquid gives you all the fruity flavour and none of the guzzle. Enjoy the sweet aroma that's sure to satisfy your senses and your cravings for a flavour-packed puff! Go ahead and make your vape experience top-notch with this liquid-licious treat.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">100ml e-liquid </li>
<li data-mce-fragment=""1"">120ml Bottle </li>
<li data-mce-fragment=""1"">Add 2 Nicotine Shots or <span data-mce-fragment=""1"">Nic Salt Shots</span>
</li>
<li data-mce-fragment=""1"">Ideal for DTL Systems </li>
<li data-mce-fragment=""1"">Works Great With Sub-Ohm Devices</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong></p>
<p data-mce-fragment=""1"">Red Energy</p>","70/30,beverages,shortfill,0mg,fruity,100ml,direct-to-lung,nic_salt",,"70/30,beverages,shortfill,0mg,fruity,100ml,direct-to-lung,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-big-bold-candy-series-100ml-shortfill-70vg-30pg,0mg Big Bold Candy Series 100ml Shortfill  (70VG/30PG),"<p data-mce-fragment=""1"">Indulge your inner child with Big Bold's Candy-Based Range! This 100ml e-liquid is made with 70VG/30PG to guarantee a sweet and smooth vape that works well with sub-ohm devices, DTL systems or just add some nic shots for a nicotine hit. Taste this nostalgic refreshment today!</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">100ml e-liquid </li>
<li data-mce-fragment=""1"">120ml Bottle </li>
<li data-mce-fragment=""1"">Add 2 Nicotine Shots or <span data-mce-fragment=""1"">Nic Salt Shots</span>
</li>
<li data-mce-fragment=""1"">Ideal for DTL Systems </li>
<li data-mce-fragment=""1"">Works Great With Sub-Ohm Devices</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Candy Floss</li>
<li data-mce-fragment=""1"">Mint Candy</li>
</ul>","70/30,candy/sweets,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",,"candy/sweets,70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-big-bold-creamy-series-100ml-shortfill-70vg-30pg,0mg Big Bold Creamy Series 100ml Shortfill  (70VG/30PG),"<p data-mce-fragment=""1"">Experience a creamy, dreamy delight that's sure to tantalize your taste buds with 0mg Big Bold's Creamy Series of E-liquid! Formulated with 70VG/30PG, this 100ml e-liquid comes in a 120ml bottle with 2 Nicotine Shots or Nic Salt shots to cater to your preference. Perfect for DTL systems and great for Sub-Ohm devices!</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">100ml e-liquid </li>
<li data-mce-fragment=""1"">120ml Bottle </li>
<li data-mce-fragment=""1"">Add 2 Nicotine Shots or <span data-mce-fragment=""1"">Nic Salt Shots</span>
</li>
<li data-mce-fragment=""1"">Ideal for DTL Systems </li>
<li data-mce-fragment=""1"">Works Great With Sub-Ohm Devices</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Banana Milk</li>
<li data-mce-fragment=""1"">Strawberry Banana</li>
<li data-mce-fragment=""1"">Strawberry Jam</li>
<li data-mce-fragment=""1"">Vanilla Custard</li>
</ul>","70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt",,"70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-big-bold-fruity-series-100ml-shortfill-70vg-30pg,0mg Big Bold Fruity Series 100ml Shortfill (70VG/30PG),"<div data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Experience bold and fruity flavour profiles with 0mg Big Bold Fruity Series. This 100ml e-liquid comes in a 120ml bottle and contains 70VG/30PG - perfect for both direct-to-lung and sub-ohm devices. Spice up your vape game with a nicotine shot or nic salt shot - you won't regret it! Take the plunge and explore a world of flavour.</p>
</div>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">100ml e-liquid </li>
<li data-mce-fragment=""1"">120ml Bottle </li>
<li data-mce-fragment=""1"">Add 2 Nicotine Shots or <span data-mce-fragment=""1"">Nic Salt Shots</span>
</li>
<li data-mce-fragment=""1"">Ideal for DTL Systems </li>
<li data-mce-fragment=""1"">Works Great With Sub-Ohm Devices</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Blackcurrant</li>
<li data-mce-fragment=""1"">Blackcurrant Ice</li>
<li data-mce-fragment=""1"">Honey Melon</li>
<li data-mce-fragment=""1"">Honey Melon Ice</li>
<li data-mce-fragment=""1"">Lemon Lime Ice</li>
<li data-mce-fragment=""1"">Mango Passion</li>
<li data-mce-fragment=""1"">Sweet Pineapple</li>
<li data-mce-fragment=""1"">Sweet Pineapple Ice</li>
<li data-mce-fragment=""1""><span>Mango Passion Ice</span></li>
</ul>","70/30,spices_&_herbs,shortfill,0mg,fruity,100ml,direct-to-lung,nic_salt,ice","100ml,shortfill","70/30,spices_&_herbs,shortfill,0mg,fruity,100ml,direct-to-lung,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-big-bold-menthol-series-100ml-shortfill-70vg-30pg,0mg Big Bold Menthol Series 100ml Shortfill  (70VG/30PG),"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">﻿</strong>Introducing Big Bold's Menthol Series - your ticket to cool, refreshing flavour! Experience bold, intense taste from select popular flavours when you vape with this 70VG/30PG e-liquid. Comes in a 100ml bottle, plus room for two nicotine shots or salts. Perfect choice for sub-ohm and DTL devices! Get ready for a truly icy experience.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">100ml e-liquid </li>
<li data-mce-fragment=""1"">120ml Bottle </li>
<li data-mce-fragment=""1"">Add 2 Nicotine Shots or <span data-mce-fragment=""1"">Nic Salt Shots</span>
</li>
<li data-mce-fragment=""1"">Ideal for DTL Systems </li>
<li data-mce-fragment=""1"">Works Great With Sub-Ohm Devices</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Cherry Blackcurrant</li>
<li data-mce-fragment=""1"">Blue Raspberry</li>
<li data-mce-fragment=""1"">Blackcurrant</li>
</ul>","70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",shortfill,"70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-big-bold-summer-vibes-series-100ml-shortfill-70vg-30pg,0mg Big Bold Summer Vibes Series 100ml Shortfill  (70VG/30PG),"<p data-mce-fragment=""1"">If you're looking for delicious summer vibes, this 0mg Big Bold Summer Vibes Series 100ml E-liquid has your name all over it! Packed with 70VG/30PG and 120ml of nicotine-free, flavourful e-liquid, this vape liquid comes in an array of tantalizing flavours and works great with sub-ohm devices or DTL systems. Get ready to be blown away! Prepare to indulge in your summer sensations through this satisfying shortfill!</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">100ml e-liquid </li>
<li data-mce-fragment=""1"">120ml Bottle </li>
<li data-mce-fragment=""1"">Add 2 Nicotine Shots or <span data-mce-fragment=""1"">Nic Salt Shots</span>
</li>
<li data-mce-fragment=""1"">Ideal for DTL Systems </li>
<li data-mce-fragment=""1"">Works Great With Sub-Ohm Devices</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Lemon &amp; Peach</li>
<li data-mce-fragment=""1"">Mango Pineapple Passionfruit</li>
<li data-mce-fragment=""1"">Raspberry Lime Loganberry</li>
<li data-mce-fragment=""1"">Strawberry Raspberry Acai</li>
</ul>
<p data-mce-fragment=""1""> </p>","70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt","shortfill,100ml","70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-britannia-gold-10ml-e-liquids-40vg-60pg,0mg Britannia Gold 10ml E-Liquids (40VG/60PG),"<p data-mce-fragment=""1""><span>With 0mg nicotine strength, these 10ml Britannia Gold E-Liquids offer the strongest of these British-style flavours that will truly blow you away. Perfect for those who only seek flavour above all else!</span><br><span data-mce-fragment=""1"">Ideally suited for Mouth to Lung and Pod vaping devices, the 10ml Britannia Gold E-Liquids are 40VG/60PG which means as soon as you vape one of the flavours you'll receive a hit to the throat stronger than 50VG/50PG e-liquids. With a whole raft of tantalising flavours, for premium quality towards vaping customers.</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Made in the UK</li>
<li data-mce-fragment=""1"">0mg</li>
<li data-mce-fragment=""1"">10ml Bottle</li>
<li data-mce-fragment=""1"">40VG/60PG</li>
<li data-mce-fragment=""1"">Ideal for Mouth to Lung &amp; Pod Vaping</li>
<li data-mce-fragment=""1"">Childproof Cap and Tamper Evident Seal</li>
<li data-mce-fragment=""1"">Recyclable Bottle and Box</li>
<li data-mce-fragment=""1"">TPD Compliant</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Black Ice:</strong><span data-mce-fragment=""1""> </span>Tasting just like the soothing sensation of blackcurrant-flavoured sore throat sweets.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Black Liquorice:</strong><span data-mce-fragment=""1""> </span>Recapturing that chewy feeling of those classic sweets from your childhood.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Blackcurrant: </strong>Wonderfully emulating the delightful taste of actual blackcurrants that will linger on your taste buds.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Blue Ice: </strong>A mix of blueberry and ice blended together for a refreshingly great experience that's sure to enrich your taste buds.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Blue Menthol: </strong>A close-to-perfect fruity mix that is cool as it is delightful.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Bowman Blend: </strong>Like Ry4, a very sweet tobacco concoction but one that you'll never want to put down after the first time.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Grape: </strong>Tasting as succulent as the real thing, you're sure to love this grape-filled e-liquid.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Ice Mint: </strong><span data-mce-fragment=""1"">Mints and menthol both blended to create a tremendous taste of extreme refreshment backed with a chilly aftertaste.</span>
</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Menthol:</strong><span data-mce-fragment=""1""> </span>Just like the very flavour used with tobacco, your mouth will be as refreshed and taken that it won't tell the difference.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Raspberry Fizz:</strong><span data-mce-fragment=""1""> </span>The classic kids' chew bar from the 1990s now immortalised as a nostalgic, must-have vaping flavour.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Ultra Icemint:</strong><span data-mce-fragment=""1""> </span>A stronger, more potent blending of mints and menthol that is refreshing, comes with a cooler aftertaste, and will make a lasting impression on your taste buds.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Vimp2:</strong><span data-mce-fragment=""1""> </span>A bunch of berries in a blend that conjures a lovely juice-filled drink straight out of memory.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Voodoo:</strong><span data-mce-fragment=""1""> </span>A menthol liquid that brings with it a powerful, pure taste that will have you in total delight.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Watermelon Rancher:</strong><span data-mce-fragment=""1""> </span>Looking for an ideal palate cleanser? Then this watermelon-flavoured e-liquid will make for a succulent and refreshing blend that's sure to impress.<br><br>
</li>
</ul>
<ul>
<li data-mce-fragment=""1"">
<strong>Blueberry Burst: </strong>Refreshing burst of blueberry juice sure to impress the pallet. <br><br><br>
</li>
<li>
<strong>Tobacco: </strong>Experience the rich and robust essence of classic Tobacco.</li>
</ul>","candy/sweets,beverages,tobacco,60/40,mouth-to-lung,0mg,fruity,10ml,ice","0mg,e-liquid","candy/sweets,e-liquid,beverages,tobacco,60/40,mouth-to-lung,0mg,fruity,10ml,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-british-blissful-50ml-shortfill-70vg-30pg,0mg British Blissful 50ml Shortfill (70VG/30PG),"<span data-mce-fragment=""1"">The 0mg British Blissful 50ml Shortfill is a delightful e-liquid offering a taste of traditional British flavours. With a 70% VG (Vegetable Glycerin) and 30% PG (Propylene Glycol) ratio, it strikes a perfect balance between smoothness and flavour. This shortfill is ideal for vapers who prefer a non-nicotine experience and enjoy dense vapour production. Whether you're a fan of rich desserts or fruity blends, this e-liquid is versatile enough to satisfy a range of preferences. Indulge in the essence of British bliss with every inhale, as this product promises a truly satisfying vaping experience.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Made in the UK</li>
<li data-mce-fragment=""1"">0mg Nicotine Strength</li>
<li data-mce-fragment=""1"">50ml E-Liquid Content in a 60ml Shortfill Bottle</li>
<li data-mce-fragment=""1"">Space for 1 x 10ml (18mg) Nicotine shot</li>
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">Ideal for Sub-Ohm Devices, Kits &amp; Pod Vaping</li>
<li data-mce-fragment=""1"">Childproof Cap and Tamper Evident Seal</li>
<li data-mce-fragment=""1"">Recyclable Bottle</li>
<li data-mce-fragment=""1"">TPD Complaint</li>
</ul>
<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour: </strong><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Mango Love Crush: Indulge in an extraordinary blend that captures the luscious sweetness of ripe mangoes and the exotic passion of passion fruit, topped off with a refreshing hint of menthol.<br data-mce-fragment=""1""><br data-mce-fragment=""1""></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Mint chocolate cookies &amp; cream: Indulge in a refreshing burst of mint paired with smooth hints of chocolate and delicious cookies. </span></li>
</ul>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Pink Cherry &amp; Vanilla Ice:  Experience the delightful combination of sweet and tangy juicy pink cherries with each inhale, followed by a velvety smooth finish of vanilla ice cream on the exhale. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">
</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Strawberry Apple &amp; Watermelon Ice: Indulge in the juicy infusion of fresh strawberries and tart apples, complemented by the chilling taste of watermelon ice. This fruity blend will leave you feeling refreshed and revitalized with every exhale.</span></li>
</ul>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Apple, Cinnamon &amp; Blackcurrant: Experience a tantalizing and satisfying vaping session with this harmonious duo that combines the comforting notes of apple and subtle spice of cinnamon for a sweet and spicy taste sensation. Perfect for all-day enjoyment!<br data-mce-fragment=""1""><br data-mce-fragment=""1""></span></li>
</ul>
<br>
<ul></ul>","70/30,traditional_nicotine,50ml,spices_&_herbs,shortfill,0mg,fruity,10ml,desserts/bakery,nic_salt,ice",shortfill,"70/30,traditional_nicotine,50ml,spices_&_herbs,shortfill,0mg,fruity,10ml,desserts/bakery,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-crystalize-bar-salts-120ml-longfill-50vg-50pg-6x-free-20mg-nicotine-shots-10ml,0mg Crystalize Bar Salts 120ml Longfill (50VG/50PG) + 6x Free 20mg Nicotine Shots 10ml,"<p>Indulge in the unparalleled vaping experience of the premium 0mg Crystalize Bar Salts 120ml Longfill! This perfect 50VG/50PG blend delivers an explosion of flavour and cloud production that will satisfy both flavour enthusiasts and cloud chasers. The smooth and satisfying vape of this longfill, infused with a captivating blend of natural flavours, will transport your taste buds on a delightful journey. Whether you're a seasoned vaper or new to the scene, the Crystalize Bar Salts is a must-try for those seeking an exceptional and well-balanced vaping experience.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications: </strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Made in the UK</li>
<li data-mce-fragment=""1"">0mg Nicotine Strength</li>
<li data-mce-fragment=""1"">60ml E-liquid Content in a 120ml Longfill Bottle</li>
<li>60ml Concentrate Liquid</li>
<li data-mce-fragment=""1"">Space for 6 x Nicotine shots </li>
<li data-mce-fragment=""1"">50VG/50PG</li>
<li data-mce-fragment=""1"">Childproof and Tamper evident cap</li>
<li data-mce-fragment=""1"">Suitable for MTL / RDTL Vaping</li>
<li data-mce-fragment=""1"">Recyclable Bottle</li>
<li data-mce-fragment=""1"">TPD compliant</li>
<li data-mce-fragment=""1"">pod or pen-style vape device</li>
</ul>
<p><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">What's in the box: </strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">1x 0mg Crystalize Bar Salts 120ml Longfill (50VG/50PG)</li>
</ul>
<p><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Vimbull </li>
<li data-mce-fragment=""1"">Dragons Blood </li>
<li data-mce-fragment=""1"">Rhubarb &amp; Custard </li>
<li data-mce-fragment=""1"">Blackcurrant Ice </li>
<li data-mce-fragment=""1"">Menthol </li>
<li data-mce-fragment=""1"">Bull Ice </li>
<li data-mce-fragment=""1"">Blue Sour Raspberry </li>
<li data-mce-fragment=""1"">Pineapple Sour Ice </li>
<li data-mce-fragment=""1"">Lemon &amp; Lime </li>
<li data-mce-fragment=""1"">Grape &amp; Raspberry </li>
<li data-mce-fragment=""1"">Blueberry Kiwi</li>
<li>Gummi Bears</li>
<li>Skittlez</li>
<li>Sweet Tobacco</li>
<li>Spearmint</li>
<li>Peach Cobbler</li>
<li>Mad Blue</li>
<li>Triple Mango</li>
<li>Cola</li>
<li>Watermelon  <br data-mce-fragment=""1""><br data-mce-fragment=""1"">
</li>
</ul>","candy/sweets,tobacco,50/50,mouth-to-lung,0mg,10ml,nic_salt,ice,restricted-direct-to-lung,unflavoured","nic_salt,0mg","candy/sweets,tobacco,50/50,mouth-to-lung,restricted-direct-to-lung,0mg,10ml,nic_salt,ice,unflavoured",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-crystalize-bar-salts-60ml-longfill-50vg-50pg-3x-free-20mg-nicotine-shots-10ml,0mg Crystalize Bar Salts 60ml Longfill (50VG/50PG) + 3x Free 20mg Nicotine Shots 10ml,"<p>Experience the unmatched flavour and impressive cloud production of the Crystalize Bar Salts 60ml Longfill. Crafted with a meticulously balanced 50VG/50PG blend, this e-liquid caters to all preferences. With 0mg of nicotine, it provides a smooth and satisfying vape without the harsh throat hit. Infused with a captivating blend of natural flavours, this Longfill takes you on a delightful journey of sensory delight. Whether you're an experienced vaper or new to e-cigarettes, the Crystalize Bar Salts is a must-try for an exceptional and well-balanced vaping experience.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications: </strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Made in the UK</li>
<li data-mce-fragment=""1"">0mg Nicotine Strength</li>
<li data-mce-fragment=""1"">30ml E-liquid Content in a 60ml Longfill Bottle</li>
<li>30ml Concentrate Liquid</li>
<li data-mce-fragment=""1"">Space for 3 x Nicotine shots </li>
<li data-mce-fragment=""1"">50VG/50PG</li>
<li data-mce-fragment=""1"">Childproof and Tamper evident cap</li>
<li data-mce-fragment=""1"">Suitable for Sub Ohm Vaping</li>
<li data-mce-fragment=""1"">Recyclable Bottle</li>
<li data-mce-fragment=""1"">TPD compliant</li>
<li data-mce-fragment=""1"">pod or pen-style vape device</li>
</ul>
<p><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">What's in the box: </strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">1x 0mg Crystalize Bar Salts 60ml Longfill (50VG/50PG)</li>
<li>3x 20mg Nicotine shots 10ml </li>
</ul>
<p><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Vimbull </li>
<li data-mce-fragment=""1"">Dragons Blood </li>
<li data-mce-fragment=""1"">Rhubarb &amp; Custard </li>
<li data-mce-fragment=""1"">Blackcurrant Ice </li>
<li data-mce-fragment=""1"">Menthol </li>
<li data-mce-fragment=""1"">Bull Ice </li>
<li data-mce-fragment=""1"">Blue Sour Raspberry </li>
<li data-mce-fragment=""1"">Pineapple Sour Ice </li>
<li data-mce-fragment=""1"">Lemon &amp; Lime </li>
<li data-mce-fragment=""1"">Grape &amp; Raspberry </li>
<li data-mce-fragment=""1"">Blueberry Kiwi </li>
<li data-mce-fragment=""1"">Gummi Bears</li>
<li data-mce-fragment=""1"">Skittlez</li>
<li data-mce-fragment=""1"">Sweet Tobacco</li>
<li data-mce-fragment=""1"">Spearmint</li>
<li data-mce-fragment=""1"">Peach Cobbler</li>
<li data-mce-fragment=""1"">Mad Blue</li>
<li data-mce-fragment=""1"">Triple Mango</li>
<li data-mce-fragment=""1"">Cola</li>
<li data-mce-fragment=""1"">Watermelon</li>
</ul>","candy/sweets,tobacco,50/50,30ml,0mg,10ml,direct-to-lung,nic_salt,ice,unflavoured","nic_salt,0mg","candy/sweets,tobacco,50/50,30ml,0mg,10ml,direct-to-lung,nic_salt,ice,unflavoured",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-deez-dnuts-100ml-shortfill-70vg-30pg,0mg Deez D'Nuts 100ml Shortfill (70VG/30PG),"<p>Indulge your taste buds with the delectable Deez D'Nuts 100ml Shortfill e-liquid, a tantalizing creation from the renowned UK vape juice maker, Irresistible Vapes. This premium e-liquid comes in a generous 100ml bottle with 0mg nicotine, allowing you to customize your vaping experience by adding nicotine shots if desired. Crafted with a perfect 70VG/30PG ratio, Deez D'Nuts delivers an ideal balance of smooth, thick clouds and intense flavour, making it an excellent choice for sub-ohm vape kits. The e-liquid features a range of mouth-watering doughnut-inspired flavours, each meticulously blended to provide a satisfying and authentic vaping experience. <br><br><br><strong>Specifications: </strong><br></p>
<ul>
<li>100ml Shortfill E-Liquid<br>
</li>
<li>0mg Strength<br>
</li>
<li>Space For Two 10ml Nicotine Shot<br>
</li>
<li>70% VG/30% PG<br>
</li>
<li>Created For Sub-Ohm Kits<br>
</li>
<li>Made In The UK<br>
</li>
<li>TPD Compliant<br>
</li>
<li>Childproof Caps<br>
</li>
<li>Tamper Evident Seal</li>
<li>Recyclable Bottle</li>
</ul>
<p><br><strong>Flavour: </strong><br></p>
<ul>
<li>Boston Cream<br>
</li>
<li>Glazed Berry<br>
</li>
<li>Salted Caramel<br>
</li>
<li>Strawberry Jam<br>
</li>
<li>Sugar Glazed<br>
</li>
<li>Vanilla Custard</li>
<li>White Choc Strawberry</li>
</ul>
<!----><!---->","nuts,70/30,shortfill,0mg,10ml,100ml,nic_salt",shortfill,"70/30,nuts,shortfill,0mg,10ml,100ml,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
